policy,abstain_fraction,kept_fraction,accuracy,set_size_lt
by_confidence,0.968559670781893,0.031440329218106994,0.900523560209424,
by_confidence,0.9683950617283951,0.03160493827160494,0.9010416666666666,
by_confidence,0.9682304526748972,0.03176954732510288,0.9015544041450777,
by_confidence,0.9680658436213991,0.03193415637860082,0.8969072164948454,
by_confidence,0.9679012345679012,0.03209876543209877,0.8974358974358975,
by_confidence,0.9677366255144033,0.032263374485596706,0.8979591836734694,
by_confidence,0.9675720164609054,0.03242798353909465,0.8984771573604061,
by_confidence,0.9674074074074074,0.03259259259259259,0.898989898989899,
by_confidence,0.9672427983539095,0.032757201646090535,0.8994974874371859,
by_confidence,0.9670781893004116,0.03292181069958848,0.9,
by_confidence,0.9669135802469135,0.03308641975308642,0.900497512437811,
by_confidence,0.9667489711934156,0.033251028806584364,0.900990099009901,
by_confidence,0.9665843621399177,0.0334156378600823,0.9014778325123153,
by_confidence,0.9664197530864198,0.03358024691358025,0.9019607843137255,
by_confidence,0.9662551440329218,0.03374485596707819,0.9024390243902439,
by_confidence,0.9660905349794239,0.03390946502057613,0.8980582524271845,
by_confidence,0.965925925925926,0.034074074074074076,0.8985507246376812,
by_confidence,0.9657613168724279,0.034238683127572014,0.8990384615384616,
by_confidence,0.96559670781893,0.03440329218106996,0.8995215311004785,
by_confidence,0.9654320987654321,0.0345679012345679,0.8952380952380953,
by_confidence,0.9652674897119341,0.03473251028806584,0.8957345971563981,
by_confidence,0.9651028806584362,0.03489711934156379,0.8915094339622641,
by_confidence,0.9649382716049383,0.03506172839506173,0.892018779342723,
by_confidence,0.9647736625514404,0.03522633744855967,0.8925233644859814,
by_confidence,0.9646090534979423,0.03539094650205761,0.8930232558139535,
by_confidence,0.9644444444444444,0.035555555555555556,0.8935185185185185,
by_confidence,0.9642798353909465,0.0357201646090535,0.8940092165898618,
by_confidence,0.9641152263374485,0.03588477366255144,0.8944954128440367,
by_confidence,0.9639506172839506,0.036049382716049384,0.8949771689497716,
by_confidence,0.9637860082304527,0.03621399176954732,0.8954545454545455,
by_confidence,0.9636213991769548,0.03637860082304527,0.8959276018099548,
by_confidence,0.9634567901234568,0.03654320987654321,0.8963963963963963,
by_confidence,0.9632921810699588,0.03670781893004115,0.8968609865470852,
by_confidence,0.9631275720164609,0.0368724279835391,0.8973214285714286,
by_confidence,0.9629629629629629,0.037037037037037035,0.8977777777777778,
by_confidence,0.962798353909465,0.03720164609053498,0.8982300884955752,
by_confidence,0.9626337448559671,0.03736625514403292,0.8986784140969163,
by_confidence,0.9624691358024692,0.037530864197530864,0.8991228070175439,
by_confidence,0.9623045267489712,0.03769547325102881,0.8995633187772926,
by_confidence,0.9621399176954732,0.03786008230452675,0.9,
by_confidence,0.9619753086419753,0.03802469135802469,0.9004329004329005,
by_confidence,0.9618106995884773,0.03818930041152263,0.9008620689655172,
by_confidence,0.9616460905349794,0.038353909465020576,0.9012875536480687,
by_confidence,0.9614814814814815,0.03851851851851852,0.9017094017094017,
by_confidence,0.9613168724279836,0.03868312757201646,0.902127659574468,
by_confidence,0.9611522633744856,0.038847736625514405,0.902542372881356,
by_confidence,0.9609876543209876,0.03901234567901234,0.9029535864978903,
by_confidence,0.9608230452674897,0.03917695473251029,0.9033613445378151,
by_confidence,0.9606584362139917,0.039341563786008234,0.9037656903765691,
by_confidence,0.9604938271604938,0.03950617283950617,0.9041666666666667,
by_confidence,0.9603292181069959,0.03967078189300412,0.9045643153526971,
by_confidence,0.960164609053498,0.039835390946502056,0.9049586776859504,
by_confidence,0.96,0.04,0.9053497942386831,
by_confidence,0.959835390946502,0.04016460905349794,0.9057377049180327,
by_confidence,0.9596707818930041,0.040329218106995884,0.9061224489795918,
by_confidence,0.9595061728395061,0.04049382716049383,0.9065040650406504,
by_confidence,0.9593415637860082,0.04065843621399177,0.9068825910931174,
by_confidence,0.9591769547325103,0.04082304526748971,0.907258064516129,
by_confidence,0.9590123456790124,0.04098765432098765,0.9076305220883534,
by_confidence,0.9588477366255144,0.0411522633744856,0.908,
by_confidence,0.9586831275720165,0.04131687242798354,0.9083665338645418,
by_confidence,0.9585185185185185,0.04148148148148148,0.9087301587301587,
by_confidence,0.9583539094650205,0.041646090534979426,0.9090909090909091,
by_confidence,0.9581893004115226,0.041810699588477364,0.9094488188976378,
by_confidence,0.9580246913580247,0.04197530864197531,0.9098039215686274,
by_confidence,0.9578600823045268,0.042139917695473254,0.91015625,
by_confidence,0.9576954732510288,0.04230452674897119,0.9105058365758755,
by_confidence,0.9575308641975309,0.04246913580246914,0.9069767441860465,
by_confidence,0.957366255144033,0.042633744855967076,0.9073359073359073,
by_confidence,0.9572016460905349,0.04279835390946502,0.9076923076923077,
by_confidence,0.957037037037037,0.04296296296296296,0.9080459770114943,
by_confidence,0.9568724279835391,0.043127572016460905,0.9083969465648855,
by_confidence,0.9567078189300412,0.04329218106995885,0.908745247148289,
